TRANSMISSION_LINE,trans_lz1,trans_lz2,trans_length_km,trans_efficiency,existing_trans_cap
l92199,2023405,2023081,14.16,0.94,207.6
l92200,2023083,2023341,4.34,0.94,249.06
l92201,2023084,2023085,0.0,0.94,0.0
l92202,2023084,2023086,0.0,0.94,0.0
l92203,2023086,2023421,5.71,0.94,287.06
l92204,2023087,2023088,0.0,0.94,0.0
l92205,2023119,2023088,23.96,0.94,198.2
l92206,2023089,2023090,0.0,0.94,0.0
l92207,2023310,2023091,2.01,0.94,267.33
l92208,2023092,2023109,11.9,0.94,226.93
l92209,2023092,2023278,23.93,0.94,201.43
l92210,2023104,2023093,2.43,0.94,191.26
l92211,2023093,2023310,7.27,0.94,227.9
l92212,2023094,2023104,3.57,0.94,215.0
l92213,2023094,2023444,4.65,0.94,249.56
l92214,2023095,2023096,0.0,0.94,0.0
l92215,2023095,2023097,0.0,0.94,0.0
l92216,2023097,2023349,2.5,0.94,241.74
l92217,2023097,2023444,13.73,0.94,194.59
l92218,2023098,2023099,0.0,0.94,0.0
l92219,2023098,2023100,0.0,0.94,0.0
l92220,2023100,2023474,2.27,0.94,300.11
l92221,2023101,2023102,0.0,0.94,0.0
l92222,2023349,2023102,3.62,0.94,191.43
l92223,2023102,2023501,42.0,0.94,217.23
l92224,2023103,2023108,24.79,0.94,205.28
l92225,2023108,2023105,6.78,0.94,219.25
l92226,2023105,2023452,46.3,0.94,233.59
l92227,2023106,2023107,0.0,0.94,0.0
l92228,2023107,2023112,7.78,0.94,220.7
l92229,2023107,2023444,6.32,0.94,244.14
l92230,2023108,2023350,10.37,0.94,208.35
l92231,2023111,2023110,7.29,0.94,193.85
l92232,2023110,2023128,16.99,0.94,215.46
l92233,2023110,2023350,47.3,0.94,252.06
l92234,2023355,2023111,21.69,0.94,215.32
l92235,2023112,2023113,0.0,0.94,0.0
l92236,2023120,2023112,10.73,0.94,193.06
l92237,2023114,2023115,0.0,0.94,0.0
l92238,2023114,2023127,31.4,0.94,245.3
l92239,2023114,2023278,13.11,0.94,266.33
l92240,2023116,2023117,0.0,0.94,0.0
l92241,2023116,2023118,0.0,0.94,0.0
l92242,2023118,2023139,43.63,0.94,227.73
l92243,2023501,2023118,22.23,0.94,274.0
l92244,2023119,2023127,29.34,0.94,231.09
l92245,2023124,2023120,10.64,0.94,204.0
l92246,2023121,2023122,0.0,0.94,0.0
l92247,2023121,2023131,23.7,0.94,216.69
l92248,2023121,2023134,3.68,0.94,242.5
l92249,2023123,2023126,0.0,0.99,628.5
l92250,2023159,2023123,61.94,0.98,1277.32
l92251,2023443,2023123,33.24,0.98,1205.76
l92252,2023123,2023500,42.74,0.98,1214.92
l92253,2023124,2023126,0.0,0.99,442.5
l92254,2023124,2023140,5.4,0.94,240.71
l92255,2023125,2023126,0.0,0.99,186.0
l92256,2023134,2023129,7.98,0.94,265.3
l92257,2023129,2023147,30.37,0.94,239.7
l92258,2023129,2023347,64.67,0.94,270.26
l92259,2023469,2023129,22.58,0.94,258.63
l92260,2023130,2023152,28.11,0.94,219.17
l92261,2023499,2023130,23.92,0.94,230.55
l92262,2023132,2023131,8.18,0.94,231.39
l92263,2023131,2023139,16.81,0.94,232.11
l92264,2023132,2023133,0.0,0.94,0.0
l92265,2023132,2023148,24.6,0.94,210.22
l92266,2023134,2023135,0.0,0.94,0.0
l92267,2023136,2023145,13.31,0.94,215.38
l92268,2023452,2023136,13.01,0.94,227.32
l92269,2023366,2023137,7.0,0.94,224.74
l92270,2023137,2023449,20.71,0.94,239.77
l92271,2023138,2023312,35.53,0.94,212.93
l92272,2023138,2023387,57.07,0.94,231.78
l92273,2023422,2023138,6.14,0.94,188.86
l92274,2023140,2023139,6.88,0.94,220.58
l92275,2023140,2023143,0.0,0.99,102.8
l92276,2023141,2023143,0.0,0.99,51.4
l92277,2023142,2023143,0.0,0.99,51.4
l92278,2023371,2023144,20.53,0.94,172.41
l92279,2023144,2023489,13.32,0.94,198.19
l92280,2023145,2023146,6.33,0.94,226.64
l92281,2023145,2023160,65.94,0.94,257.49
l92282,2023145,2023273,33.15,0.94,236.87
l92283,2023146,2023281,28.28,0.94,173.37
l92284,2023424,2023146,8.91,0.94,257.23
l92285,2023147,2023496,23.58,0.94,227.17
l92286,2023148,2023149,0.0,0.94,0.0
l92287,2023148,2023152,15.43,0.94,203.6
l92288,2023148,2023449,46.57,0.94,225.44
l92289,2023152,2023150,10.54,0.94,198.77
l92290,2023496,2023150,18.67,0.94,205.74
l92291,2023151,2023152,0.0,0.94,0.0
l92292,2023162,2023153,19.18,0.94,215.75
l92293,2023366,2023153,24.25,0.94,261.36
l92294,2023154,2023266,41.35,0.94,201.69
l92295,2023312,2023154,17.09,0.94,227.9
l92296,2023154,2025055,141.25,0.94,213.79
l92297,2023154,2026144,52.59,0.94,192.1
l92298,2023155,2023156,0.0,0.94,0.0
l92299,2023155,2023158,4.93,0.94,191.57
l92300,2023155,2023496,26.57,0.94,220.31
l92301,2023158,2023157,0.0,0.99,446.31
l92302,2023157,2023159,0.0,0.98,0.0
l92303,2023158,2023177,28.05,0.94,268.76
l92304,2023159,2023184,29.84,0.98,1167.37
l92305,2023194,2023160,28.6,0.94,238.38
l92306,2023161,2023216,31.95,0.94,242.53
l92307,2023161,2023366,46.3,0.94,263.82
l92308,2023163,2023162,3.82,0.94,238.84
l92309,2023197,2023162,18.25,0.94,228.54
l92310,2023163,2023164,0.0,0.94,0.0
l92311,2023398,2023163,12.58,0.94,266.86
l92312,2023165,2023166,0.0,0.94,0.0
l92313,2023177,2023165,4.77,0.94,241.79
l92314,2023180,2023165,3.39,0.94,201.2
l92315,2023167,2023172,4.1,0.94,235.08
l92316,2023167,2023179,10.62,0.94,184.55
l92317,2023168,2023169,0.0,0.94,0.0
l92318,2023169,2023183,11.98,0.94,227.01
l92319,2023169,2023407,8.08,0.94,218.7
l92320,2023170,2023171,0.0,0.94,0.0
l92321,2023170,2023172,9.81,0.94,184.07
l92322,2023194,2023170,28.9,0.94,216.28
l92323,2023172,2023441,44.71,0.94,255.25
l92324,2023173,2023217,8.76,0.94,233.06
l92325,2023173,2023292,26.03,0.94,286.05
l92326,2023174,2023175,15.8,0.94,215.91
l92327,2023266,2023174,4.37,0.94,204.54
l92328,2023174,2023422,41.72,0.94,216.37
l92329,2023174,2023439,15.48,0.94,217.15
l92330,2023175,2023176,0.0,0.94,0.0
l92331,2023175,2023283,8.83,0.94,204.78
l92332,2023175,2023362,17.58,0.94,195.51
l92333,2023177,2023178,0.0,0.94,0.0
l92334,2023183,2023179,7.97,0.94,203.6
l92335,2023180,2023182,4.61,0.94,224.86
l92336,2023182,2023181,4.53,0.94,204.36
l92337,2023407,2023181,4.79,0.94,235.92
l92338,2023182,2023407,8.75,0.94,245.19
l92339,2023183,2023185,2.13,0.94,222.96
l92340,2023183,2023190,21.81,0.94,242.63
l92341,2023184,2023187,0.0,0.99,514.9
l92342,2023184,2023188,0.0,0.98,0.0
l92343,2023291,2023184,32.74,0.98,1184.68
l92344,2023184,2023408,17.35,0.98,1162.82
l92345,2023185,2023187,0.0,0.99,439.9
l92346,2023185,2023189,6.13,0.94,273.64
l92347,2023186,2023187,0.0,0.99,75.0
l92348,2023201,2023189,3.06,0.94,229.83
l92349,2023292,2023190,13.27,0.94,260.65
l92350,2023191,2023192,0.0,0.94,0.0
l92351,2023193,2023191,3.92,0.94,210.68
l92352,2023191,2023201,2.08,0.94,206.52
l92353,2023191,2023407,9.82,0.94,254.87
l92354,2023193,2023209,5.77,0.94,210.37
l92355,2023195,2023196,0.0,0.94,0.0
l92356,2023195,2023197,0.0,0.94,0.0
l92357,2023197,2023210,16.51,0.94,180.6
l92358,2023198,2023199,0.0,0.94,0.0
l92359,2023198,2023200,0.0,0.94,0.0
l92360,2023202,2023200,6.9,0.94,214.68
l92361,2023204,2023200,4.56,0.94,213.42
l92362,2023200,2023206,10.96,0.94,222.54
l92363,2023202,2023203,0.0,0.94,0.0
l92364,2023202,2023346,2.85,0.94,265.38
l92365,2023204,2023205,0.0,0.94,0.0
l92366,2023407,2023204,8.38,0.94,223.36
l92367,2023206,2023207,0.0,0.94,0.0
l92368,2023206,2023217,4.65,0.94,222.56
l92369,2023206,2023218,8.1,0.94,202.32
l92370,2023206,2023311,39.76,0.94,290.71
l92371,2023208,2023209,0.0,0.94,0.0
l92372,2023209,2023217,3.04,0.94,242.02
l92373,2023210,2023211,0.0,0.94,0.0
l92374,2023210,2023224,23.09,0.94,219.73
l92375,2023212,2023225,28.79,0.94,226.43
l92376,2023227,2023212,16.0,0.94,198.83
l92377,2023213,2023214,0.0,0.94,0.0
l92378,2023214,2023339,61.99,0.94,198.7
l92379,2023215,2023266,24.68,0.94,223.02
l92380,2023426,2023215,4.23,0.94,210.61
l92381,2023216,2023220,18.14,0.94,176.34
l92382,2023218,2023219,0.0,0.94,0.0
l92383,2023218,2023222,11.29,0.94,207.72
l92384,2023362,2023220,12.01,0.94,226.32
l92385,2023221,2023231,16.04,0.94,216.43
l92386,2023221,2023232,19.81,0.94,237.78
l92387,2023223,2023222,5.24,0.94,184.87
l92388,2023222,2023319,37.86,0.94,242.36
l92389,2023223,2023225,3.83,0.94,212.79
l92390,2023346,2023224,8.52,0.94,240.64
l92391,2023225,2023226,0.0,0.94,0.0
l92392,2023346,2023225,10.91,0.94,183.23
l92393,2023225,2023494,53.01,0.94,273.3
l92394,2023232,2023227,8.62,0.94,204.45
l92395,2023239,2023227,19.25,0.94,207.33
l92396,2023228,2023229,0.0,0.94,0.0
l92397,2023234,2023229,6.83,0.94,250.53
l92398,2023235,2023229,9.32,0.94,207.81
l92399,2023249,2023229,12.94,0.94,228.23
l92400,2023230,2023231,0.0,0.94,0.0
l92401,2023242,2023231,9.25,0.94,204.43
l92402,2023231,2023283,44.06,0.94,256.44
l92403,2023243,2023232,6.77,0.94,251.38
l92404,2023232,2023248,13.29,0.94,241.05
l92405,2023234,2023233,0.0,0.99,464.15
l92406,2023257,2023233,46.1,0.98,1168.9
l92407,2023233,2023265,49.44,0.98,1140.18
l92408,2023233,2023345,50.93,0.98,1195.5
l92409,2023234,2023237,24.69,0.94,228.24
l92410,2023242,2023234,11.37,0.94,191.22
l92411,2023235,2023236,0.0,0.94,0.0
l92412,2023235,2023426,23.75,0.94,260.1
l92413,2025087,2023237,21.5,0.94,209.54
l92414,2023238,2023239,0.0,0.94,0.0
l92415,2023247,2023239,13.32,0.94,225.54
l92416,2023240,2023241,0.0,0.94,0.0
l92417,2023301,2023241,6.66,0.94,233.76
l92418,2023241,2025076,47.05,0.94,220.78
l92419,2023242,2023245,6.17,0.94,214.71
l92420,2023243,2023437,47.26,0.94,281.06
l92421,2023244,2023245,0.0,0.94,0.0
l92422,2023244,2023246,0.0,0.94,0.0
l92423,2023245,2023250,14.27,0.94,227.53
l92424,2023247,2023483,24.77,0.94,246.49
l92425,2023248,2023414,63.78,0.94,263.22
l92426,2023255,2023249,24.34,0.94,166.37
l92427,2023250,2023437,58.95,0.94,251.44
l92428,2023251,2023254,0.0,0.99,102.6
l92429,2023251,2025086,19.13,0.94,212.69
l92430,2023251,2025165,36.89,0.94,202.17
l92431,2023251,2025240,86.21,0.94,162.76
l92432,2023251,2025241,92.2,0.94,192.9
l92433,2023251,2025962,45.09,0.94,221.18
l92434,2023252,2023254,0.0,0.99,51.3
l92435,2023253,2023254,0.0,0.99,51.3
l92436,2023255,2023256,0.0,0.94,0.0
l92437,2023258,2023255,3.54,0.94,230.81
l92438,2023258,2023257,0.0,0.99,411.1
l92439,2023257,2026205,52.12,0.98,1086.97
l92440,2023259,2023260,0.0,0.94,0.0
l92441,2023336,2023260,20.36,0.94,200.21
l92442,2023392,2023260,17.32,0.94,174.96
l92443,2023261,2023262,0.0,0.94,0.0
l92444,2023261,2023336,23.19,0.94,196.67
l92445,2023261,2023392,24.05,0.94,195.03
l92446,2023263,2023264,37.64,0.94,185.48
l92447,2030118,2023263,70.7,0.94,194.21
l92448,2023264,2023397,53.61,0.94,211.48
l92449,2023266,2023265,0.0,0.99,400.98
l92450,2023265,2023269,0.0,0.99,1037.9
l92451,2023365,2023265,54.44,0.98,1198.85
l92452,2023429,2023265,23.2,0.98,1104.93
l92453,2023283,2023266,6.34,0.94,230.6
l92454,2023266,2023439,19.13,0.94,219.4
l92455,2023267,2023269,0.0,0.99,519.0
l92456,2023268,2023269,0.0,0.99,519.0
l92457,2023270,2023271,0.0,0.94,0.0
l92458,2023271,2023433,0.09,0.94,246.6
l92459,2023272,2023275,0.0,0.99,425.5
l92460,2023272,2023276,0.0,0.98,0.0
l92461,2023273,2023275,0.0,0.99,383.2
l92462,2023274,2023275,0.0,0.99,42.2
l92463,2023338,2023276,39.36,0.98,992.01
l92464,2023278,2023277,0.0,0.99,448.29
l92465,2023277,2023279,0.0,0.98,0.0
l92466,2023277,2023280,0.0,0.98,0.0
l92467,2023501,2023281,16.5,0.94,221.06
l92468,2023282,2023283,0.0,0.94,0.0
l92469,2023285,2023284,0.0,0.99,1509.05
l92470,2023284,2023287,0.0,0.99,1234.29
l92471,2023284,2023288,0.0,0.99,1230.89
l92472,2023284,2023289,0.0,0.99,1230.32
l92473,2023284,2023290,0.0,0.99,1224.8
l92474,2023374,2023284,108.21,0.99,4073.0
l92475,2023448,2023284,97.06,0.99,4120.88
l92476,2023284,2026048,183.77,0.99,4223.31
l92477,2023286,2023285,0.0,0.99,388.39
l92478,2023329,2023285,68.01,0.98,1137.34
l92479,2023285,2023365,26.33,0.98,1289.73
l92480,2023286,2023441,22.64,0.94,247.17
l92481,2023449,2023286,0.24,0.94,233.76
l92482,2023292,2023291,0.0,0.99,317.57
l92483,2023291,2023293,0.0,0.99,473.15
l92484,2023291,2023296,0.0,0.99,225.82
l92485,2023291,2023297,0.0,0.99,224.3
l92486,2023409,2023291,28.0,0.98,1216.26
l92487,2023291,2023429,89.51,0.98,1155.84
l92488,2023292,2023294,0.0,0.99,14.69
l92489,2023292,2023295,0.0,0.99,40.54
l92490,2023292,2023306,9.6,0.94,246.31
l92491,2023292,2023328,31.8,0.94,270.0
l92492,2023298,2023299,0.0,0.94,0.0
l92493,2023299,2023332,2.07,0.94,247.11
l92494,2023385,2023299,1.94,0.94,186.11
l92495,2023301,2023300,0.0,0.99,341.05
l92496,2023300,2023302,0.0,0.99,330.45
l92497,2023300,2023303,0.0,0.99,323.18
l92498,2023300,2023305,0.0,0.99,285.3
l92499,2023429,2023300,45.56,0.98,1206.57
l92500,2023300,2026090,27.33,0.98,1235.27
l92501,2023301,2023304,0.0,0.99,36.63
l92502,2023311,2023306,9.19,0.94,174.47
l92503,2023307,2023308,0.0,0.94,0.0
l92504,2023437,2023308,16.17,0.94,250.93
l92505,2023308,2023483,6.72,0.94,240.03
l92506,2023310,2023309,0.0,0.99,495.4
l92507,2023309,2023443,12.42,0.98,1147.08
l92508,2023473,2023309,9.23,0.98,1145.06
l92509,2023353,2023311,8.52,0.94,225.32
l92510,2023312,2023313,0.0,0.99,73.69
l92511,2023312,2023314,0.0,0.94,0.0
l92512,2023315,2023316,0.0,0.94,0.0
l92513,2023315,2023317,0.0,0.94,0.0
l92514,2023316,2023472,2.99,0.94,213.47
l92515,2023316,2025000,36.32,0.94,216.23
l92516,2023316,2025003,55.34,0.94,213.22
l92517,2023319,2023483,6.39,0.94,172.76
l92518,2023320,2023323,0.0,0.99,204.6
l92519,2023320,2023324,0.0,0.99,42.31
l92520,2023320,2023325,0.0,0.99,42.1
l92521,2023320,2023326,0.0,0.99,41.97
l92522,2023320,2023327,0.0,0.94,0.0
l92523,2023320,2023328,0.0,0.94,0.0
l92524,2023321,2023323,0.0,0.99,102.3
l92525,2023322,2023323,0.0,0.99,102.3
l92526,2023328,2023468,5.95,0.94,196.21
l92527,2023330,2023329,0.0,0.99,401.56
l92528,2023329,2025009,62.3,0.98,1168.91
l92529,2023330,2023405,0.27,0.94,214.34
l92530,2023330,2023472,38.35,0.94,250.68
l92531,2023332,2023331,0.0,0.99,374.12
l92532,2023331,2023333,0.0,0.99,372.06
l92533,2023331,2023334,0.0,0.99,306.13
l92534,2023331,2023335,0.0,0.98,0.0
l92535,2023332,2025819,40.05,0.94,201.4
l92536,2023335,2028718,121.89,0.98,1108.97
l92537,2028814,2023335,48.1,0.98,1034.52
l92538,2023336,2023337,0.0,0.99,71.49
l92539,2023363,2023336,8.09,0.94,163.57
l92540,2023339,2023338,0.0,0.99,320.5
l92541,2023338,2023500,45.55,0.98,1059.9
l92542,2023339,2023347,2.48,0.94,182.31
l92543,2023340,2023343,0.0,0.99,595.2
l92544,2023340,2023344,0.0,0.98,0.0
l92545,2023341,2023343,0.0,0.99,459.0
l92546,2023341,2023421,0.11,0.94,248.52
l92547,2023342,2023343,0.0,0.99,136.2
l92548,2023389,2023344,30.16,0.98,1115.0
l92549,2023346,2023345,0.0,0.99,400.86
l92550,2023345,2023436,25.96,0.98,1254.87
l92551,2023348,2023349,0.0,0.94,0.0
l92552,2023350,2023351,0.0,0.99,89.34
l92553,2023350,2023352,0.0,0.99,57.11
l92554,2023350,2023444,0.76,0.94,239.25
l92555,2023373,2023353,2.22,0.94,266.15
l92556,2023353,2023494,1.43,0.94,262.98
l92557,2023354,2023357,0.0,0.99,512.5
l92558,2023354,2023358,0.0,0.98,0.0
l92559,2023355,2023357,0.0,0.99,391.6
l92560,2023356,2023357,0.0,0.99,120.9
l92561,2023359,2023360,0.0,0.99,35.38
l92562,2023359,2023361,0.0,0.99,35.18
l92563,2023359,2023362,0.0,0.94,0.0
l92564,2023363,2023364,0.0,0.94,0.0
l92565,2023363,2023414,58.21,0.94,212.5
l92566,2023366,2023365,0.0,0.99,429.44
l92567,2023366,2023369,0.0,0.99,196.0
l92568,2023366,2023398,17.05,0.94,194.56
l92569,2023367,2023369,0.0,0.99,98.0
l92570,2023368,2023369,0.0,0.99,98.0
l92571,2023370,2023371,0.0,0.94,0.0
l92572,2023372,2023373,0.0,0.94,0.0
l92573,2023468,2023373,0.01,0.94,154.85
l92574,2023375,2023374,0.0,0.99,1582.33
l92575,2023374,2023377,0.0,0.99,1803.44
l92576,2023374,2023378,0.0,0.99,1802.12
l92577,2023374,2023379,0.0,0.99,1579.0
l92578,2023374,2023380,0.0,0.99,1575.67
l92579,2023374,2023381,0.0,0.99,1575.31
l92580,2023374,2023382,0.0,0.99,1571.96
l92581,2023374,2023383,0.0,0.99,1569.86
l92582,2023374,2023384,0.0,0.99,1566.56
l92583,2023376,2023375,0.0,0.99,548.63
l92584,2023385,2025764,100.76,0.94,226.07
l92585,2025819,2023385,36.06,0.94,205.69
l92586,2023385,2025820,49.63,0.94,208.28
l92587,2023386,2023387,0.0,0.94,0.0
l92588,2023386,2023388,0.0,0.94,0.0
l92589,2023387,2023449,0.28,0.94,221.31
l92590,2023387,2023499,0.19,0.94,222.28
l92591,2023390,2023389,0.0,0.99,465.04
l92592,2023432,2023389,16.85,0.98,1240.98
l92593,2023392,2023391,0.0,0.99,305.29
l92594,2023391,2023393,0.0,0.99,319.18
l92595,2023391,2023394,0.0,0.98,0.0
l92596,2023394,2023493,75.36,0.98,995.43
l92597,2023395,2023396,0.0,0.99,92.92
l92598,2023395,2023397,0.0,0.94,0.0
l92599,2023397,2028760,28.46,0.94,229.01
l92600,2030159,2023397,21.33,0.94,214.18
l92601,2023398,2023399,0.0,0.99,63.84
l92602,2023398,2023400,0.0,0.99,62.99
l92603,2023398,2023401,0.0,0.99,62.53
l92604,2023402,2023403,0.0,0.99,80.1
l92605,2023402,2023404,0.0,0.94,0.0
l92606,2023407,2023406,0.0,0.99,542.84
l92607,2023406,2023408,0.0,0.98,0.0
l92608,2023410,2023409,0.0,0.99,325.35
l92609,2023409,2023411,0.0,0.99,520.9
l92610,2023409,2023493,10.78,0.98,1085.99
l92611,2023410,2023468,7.29,0.94,211.64
l92612,2023412,2023416,0.0,0.99,1467.0
l92613,2023412,2023417,0.0,0.99,1713.95
l92614,2023412,2023418,0.0,0.99,1711.24
l92615,2023412,2023419,0.0,0.99,1711.04
l92616,2023412,2023420,0.0,0.99,0.0
l92617,2023412,2023420,0.0,0.99,0.0
l92618,2023414,2023413,0.0,0.99,379.75
l92619,2023413,2023416,0.0,0.99,1417.0
l92620,2023488,2023413,17.11,0.98,1204.02
l92621,2023415,2023416,0.0,0.99,50.0
l92622,2025864,2023420,231.05,0.99,4210.01
l92623,2023420,2030387,285.84,0.99,4062.01
l92624,2023423,2023424,0.0,0.94,0.0
l92625,2023425,2023428,0.0,0.99,401.5
l92626,2023425,2023429,0.0,0.98,0.0
l92627,2023425,2023430,0.0,0.98,0.0
l92628,2023426,2023428,0.0,0.99,376.5
l92629,2023427,2023428,0.0,0.99,25.0
l92630,2023432,2023431,0.0,0.99,1568.5
l92631,2023431,2023434,0.0,0.99,1436.7
l92632,2023431,2023435,0.0,0.99,1214.3
l92633,2023433,2023432,0.0,0.99,504.56
l92634,2023437,2023436,0.0,0.99,417.9
l92635,2023488,2023436,22.89,0.98,1281.3
l92636,2023438,2023439,0.0,0.94,0.0
l92637,2023438,2023440,0.0,0.94,0.0
l92638,2023443,2023442,0.0,0.99,1429.53
l92639,2023442,2023445,0.0,0.99,1195.24
l92640,2023442,2023446,0.0,0.99,1193.76
l92641,2023442,2023447,0.0,0.99,1192.71
l92642,2023442,2023448,0.0,0.99,0.0
l92643,2023444,2023443,0.0,0.99,490.01
l92644,2023448,2023457,60.45,0.99,4114.33
l92645,2023449,2023499,0.16,0.94,237.56
l92646,2023451,2023450,0.0,0.99,1455.05
l92647,2023450,2023453,0.0,0.99,1358.87
l92648,2023450,2023454,0.0,0.99,1357.49
l92649,2023450,2023455,0.0,0.99,825.18
l92650,2023450,2023457,0.0,0.99,0.0
l92651,2023452,2023451,0.0,0.99,405.16
l92652,2023451,2023456,0.0,0.99,270.55
l92653,2023500,2023451,29.47,0.98,1241.0
l92654,2023458,2023461,0.0,0.99,205.7
l92655,2023458,2023464,0.0,0.99,205.2
l92656,2023458,2023467,0.0,0.99,102.6
l92657,2023458,2023468,0.0,0.94,0.0
l92658,2023459,2023461,0.0,0.99,102.9
l92659,2023460,2023461,0.0,0.99,102.9
l92660,2023462,2023464,0.0,0.99,102.6
l92661,2023463,2023464,0.0,0.99,102.6
l92662,2023465,2023467,0.0,0.99,51.3
l92663,2023466,2023467,0.0,0.99,51.3
l92664,2023469,2023501,18.19,0.94,257.38
l92665,2023470,2023471,0.0,0.99,72.95
l92666,2023470,2023472,0.0,0.94,0.0
l92667,2023472,2025001,64.94,0.94,224.97
l92668,2023472,2025008,32.75,0.94,204.96
l92669,2023472,2025027,115.06,0.94,217.35
l92670,2023473,2023476,0.0,0.99,605.3
l92671,2023473,2023477,0.0,0.99,331.5
l92672,2023473,2023478,0.0,0.99,413.19
l92673,2023473,2023479,0.0,0.99,271.88
l92674,2023474,2023476,0.0,0.99,480.3
l92675,2023474,2023480,0.0,0.99,22.04
l92676,2023474,2023481,0.0,0.99,21.84
l92677,2023475,2023476,0.0,0.99,125.0
l92678,2023483,2023482,0.0,0.99,401.36
l92679,2023482,2023486,0.0,0.99,998.2
l92680,2023482,2023488,0.0,0.98,0.0
l92681,2023483,2023487,0.0,0.99,85.66
l92682,2023484,2023486,0.0,0.99,499.1
l92683,2023485,2023486,0.0,0.99,499.1
l92684,2023488,2023493,41.12,0.98,1128.85
l92685,2023489,2023492,0.0,0.99,225.8
l92686,2023489,2030017,73.88,0.94,208.69
l92687,2023490,2023492,0.0,0.99,112.9
l92688,2023491,2023492,0.0,0.99,112.9
l92689,2023494,2023493,0.0,0.99,299.82
l92690,2023495,2023496,0.0,0.94,0.0
l92691,2023495,2023497,0.0,0.94,0.0
l92692,2023495,2023498,0.0,0.94,0.0
l92693,2023501,2023500,0.0,0.99,426.51
l92694,2023500,2023504,0.0,0.99,1012.0
l92695,2023502,2023504,0.0,0.99,506.0
l92696,2023503,2023504,0.0,0.99,506.0
l92697,2023505,2023509,0.0,0.99,1462.9
l92698,2023505,2023510,0.0,0.99,1550.31
l92699,2023505,2023511,0.0,0.99,1547.96
l92700,2023505,2023512,0.0,0.99,1547.92
l92701,2023505,2023513,0.0,0.99,772.06
l92702,2023505,2023514,0.0,0.99,0.0
l92703,2023505,2023515,0.0,0.99,0.0
l92704,2023507,2023506,0.0,0.99,395.47
l92705,2023506,2023509,0.0,0.99,1437.9
l92706,2023506,2028759,12.07,0.98,1121.54
l92707,2023506,2030125,50.66,0.98,1136.11
l92708,2023507,2028645,126.88,0.94,222.13
l92709,2023507,2028716,93.05,0.94,201.52
l92710,2028891,2023507,12.56,0.94,225.0
l92711,2023507,2030180,38.74,0.94,253.42
l92712,2023508,2023509,0.0,0.99,25.0
l92713,2023514,2028758,12.07,0.99,4085.13
l92714,2023514,2030399,59.4,0.99,4036.16
l92715,2025000,2025007,43.09,0.94,197.21
l92716,2025001,2025002,8.31,0.94,178.2
l92717,2025002,2025003,20.2,0.94,190.76
l92718,2025015,2025003,3.86,0.94,171.75
l92719,2025005,2025004,0.0,0.99,423.48
l92720,2025004,2025009,44.66,0.98,1100.79
l92721,2025030,2025004,54.53,0.98,1189.55
l92722,2025004,2026136,19.89,0.98,1216.57
l92723,2025016,2025005,7.62,0.94,209.34
l92724,2025005,2025024,16.53,0.94,226.22
l92725,2025006,2025007,0.0,0.94,0.0
l92726,2025026,2025007,11.66,0.94,212.63
l92727,2025007,2026132,8.47,0.94,223.2
l92728,2025010,2025008,8.2,0.94,201.76
l92729,2025009,2025012,0.0,0.99,479.1
l92730,2025010,2025012,0.0,0.99,404.1
l92731,2025010,2025015,29.66,0.94,212.94
l92732,2025011,2025012,0.0,0.99,75.0
l92733,2025013,2025014,0.0,0.94,0.0
l92734,2025013,2025015,0.0,0.94,0.0
l92735,2025016,2025017,0.0,0.94,0.0
l92736,2025026,2025016,15.28,0.94,164.75
l92737,2025018,2025026,5.3,0.94,219.67
l92738,2026132,2025018,11.09,0.94,228.79
l92739,2025019,2025022,0.0,0.99,102.1
l92740,2025019,2025023,0.0,0.94,0.0
l92741,2025019,2025026,16.65,0.94,226.54
l92742,2025037,2025019,6.93,0.94,211.69
l92743,2025020,2025022,0.0,0.99,51.1
l92744,2025021,2025022,0.0,0.99,51.1
l92745,2025024,2025025,0.0,0.94,0.0
